web-scraper-order,web-scraper-start-url,festival_liste,festival_liste-href,Status,Datum,Datum_Plz_Ort_Addresse_Land,Title,Inhalt,Artist,Links,Links-href
"1591796682-3767","https://www.festivalplaner.de/festivals","Hexentanz","https://www.festivalplaner.de/festival/hexentanz","null","04.09. - 06.09.2020","04.09. - 06.09.2020 noch 86 Tage

                    66679 - Losheim am See

                    Stausee

                    Deutschland","","","The Fright","",""
"1591796632-3511","https://www.festivalplaner.de/festivals","Hamburg Soul Weekender","https://www.festivalplaner.de/festival/hamburg-soul-weekender","null","02.10. - 04.10.2020","02.10. - 04.10.2020 noch 114 Tage

                    22767 - Hamburg

                    Gruenspan

                    Deutschland","","","Laurent Reus","",""
"1591796926-4739","https://www.festivalplaner.de/festivals","Fabville","https://www.festivalplaner.de/festival/fabville","ABGESAGT","15.07. - 17.07.2020","15.07. - 17.07.2020 noch 35 Tage

                    95469 - Speichersdorf

                    Festival Area Speichersdorf

                    Deutschland","","","LeShuuk","",""
"1591796461-2817","https://www.festivalplaner.de/festivals","Open Flair","https://www.festivalplaner.de/festival/open-flair","null","11.08. - 15.08.2021","11.08. - 15.08.2021 noch 427 Tage

                    37269 - Eschwege

                    Auf dem Werdchen

                    Deutschland","","","Boppin´B","",""
"1591796790-4139","https://www.festivalplaner.de/festivals","Summer Breeze","https://www.festivalplaner.de/festival/summer-breeze","null","12.08. - 15.08.2020","12.08. - 15.08.2020 noch 63 Tage

                    91550 - Dinkelsbühl

                    Flugplatz Dinkelsbühl-Sinbronn

                    Deutschland","","","Any Given Day","",""
"1591796459-2796","https://www.festivalplaner.de/festivals","Rocco del Schlacko","https://www.festivalplaner.de/festival/rocco-del-schlacko","null","12.08. - 14.08.2021","12.08. - 14.08.2021 noch 428 Tage

                    66346 - Püttlingen-Köllerbach

                    Festivalgelände Herchenbach

                    Deutschland","","","Enter Shikari","",""
"1591796914-4642","https://www.festivalplaner.de/festivals","Melt! Festival","https://www.festivalplaner.de/festival/melt-festival","ABGESAGT","17.07. - 19.07.2020","17.07. - 19.07.2020 noch 37 Tage

                    06773 - Gräfenhainichen

                    Ferropolis

                    Deutschland","","","Earthgang","",""
"1591796500-2958","https://www.festivalplaner.de/festivals","Rock das Ding","https://www.festivalplaner.de/festival/rock-das-ding-1","null","24.07.2021","24.07.2021 noch 409 Tage

                    31609 - Balge

                    Zum Flugplatz

                    Deutschland","","","Extrabreit","",""
"1591796684-3793","https://www.festivalplaner.de/festivals","Pell-Mell Festival","https://www.festivalplaner.de/festival/pell-mell-festival-1","null","04.09. - 05.09.2020","04.09. - 05.09.2020 noch 86 Tage

                    56414 - Obererbach

                    Festivalgelände, Hauptstraße 1

                    Deutschland","","","Zsk","",""
"1591796455-2761","https://www.festivalplaner.de/festivals","Taubertal Festival","https://www.festivalplaner.de/festival/taubertal-festival","null","12.08. - 15.08.2021","12.08. - 15.08.2021 noch 428 Tage

                    91541 - Rothenburg o.d. Tauberhat

                    Eiswiese

                    Deutschland","","","Kontra K","",""
"1591796461-2811","https://www.festivalplaner.de/festivals","Open Flair","https://www.festivalplaner.de/festival/open-flair","null","11.08. - 15.08.2021","11.08. - 15.08.2021 noch 427 Tage

                    37269 - Eschwege

                    Auf dem Werdchen

                    Deutschland","Kontakt","Webseite

                            kontakt@open-flair.de","","Webseite","https://www.open-flair.de/2020"
"1591796973-4944","https://www.festivalplaner.de/festivals","Full Force","https://www.festivalplaner.de/festival/full-force","ABGESAGT","26.06. - 28.06.2020","26.06. - 28.06.2020 noch 16 Tage

                    06773 - Gräfenhainichen

                    Ferropolis

                    Deutschland","","","Frog Leap","",""
"1591796968-4914","https://www.festivalplaner.de/festivals","WeckheyWieselFest","https://www.festivalplaner.de/festival/weckheywieselfest","null","26.06. - 28.06.2020","26.06. - 28.06.2020 noch 16 Tage

                    99326 - Stadtilm - Nahwinden

                    Wiesel-Festivalgelände

                    Deutschland","Camping","Ja","","null",""
"1591797001-5069","https://www.festivalplaner.de/festivals","Limestone Festival","https://www.festivalplaner.de/festival/limestone-festival","ABGESAGT","13.06. - 14.06.2020","13.06. - 14.06.2020 noch 3 Tage

                    85368 - Moosburg

                    Moosburg

                    Deutschland","Tickets","ab 149 Euro, Tagestickets: 89 Euro                                       » Tickets kaufen","","» Tickets kaufen","https://limestonefestival.de/tickets/"
"1591796445-2680","https://www.festivalplaner.de/festivals","Gießener Kultursommer","https://www.festivalplaner.de/festival/giessener-kultursommer","null","19.08. - 29.08.2021","19.08. - 29.08.2021 noch 435 Tage

                    35394 - Gießen

                    Kloster Schiffenberg

                    Deutschland","","","Santiago","",""
"1591796574-3345","https://www.festivalplaner.de/festivals","Punk In Drublic Hannover","https://www.festivalplaner.de/festival/punk-in-drublic-hannover","null","05.06.2021","05.06.2021 noch 360 Tage

                    30451 - Hannover

                    Faust Wiese (Open Air)

                    Deutschland","Tickets","Tickets kaufen bei ADticket","","Tickets kaufen bei ADticket","http://www.adticket.de/PUNK-IN-DRUBLIC.html"
"1591796828-4392","https://www.festivalplaner.de/festivals","Sziget","https://www.festivalplaner.de/festival/sziget","ABGESAGT","05.08. - 11.08.2020","05.08. - 11.08.2020 noch 56 Tage

                    1051 - Budapest

                    Obudai-Donauinsel

                    Ungarn","","","Jon Hopkins","",""
"1591796914-4637","https://www.festivalplaner.de/festivals","Melt! Festival","https://www.festivalplaner.de/festival/melt-festival","ABGESAGT","17.07. - 19.07.2020","17.07. - 19.07.2020 noch 37 Tage

                    06773 - Gräfenhainichen

                    Ferropolis

                    Deutschland","","","Alyona Alyona","",""
"1591796445-2673","https://www.festivalplaner.de/festivals","Gießener Kultursommer","https://www.festivalplaner.de/festival/giessener-kultursommer","null","19.08. - 29.08.2021","19.08. - 29.08.2021 noch 435 Tage

                    35394 - Gießen

                    Kloster Schiffenberg

                    Deutschland","Tickets","Tagestickets ab 47,50 Euro","","null",""
"1591796973-4933","https://www.festivalplaner.de/festivals","Full Force","https://www.festivalplaner.de/festival/full-force","ABGESAGT","26.06. - 28.06.2020","26.06. - 28.06.2020 noch 16 Tage

                    06773 - Gräfenhainichen

                    Ferropolis

                    Deutschland","","","CULT OF LUNA","",""
"1591796803-4249","https://www.festivalplaner.de/festivals","SonneMondSterne","https://www.festivalplaner.de/festival/sonnemondsterne","AUSVERKAUFT","07.08. - 09.08.2020","07.08. - 09.08.2020 noch 58 Tage

                    07368 - Saalburg

                    Festivalwiese

                    Deutschland","","","B2B","",""
"1591796991-5054","https://www.festivalplaner.de/festivals","Rock for People","https://www.festivalplaner.de/festival/rock-for-people","ABGESAGT","18.06. - 20.06.2020","18.06. - 20.06.2020 noch 8 Tage

                    50302 - Hradec Kralove

                    Airport

                    Tschechien","","","Green Day","",""
"1591796873-4550","https://www.festivalplaner.de/festivals","Sommer in Altona","https://www.festivalplaner.de/festival/sommer-in-altona","null","23.07. - 26.08.2020","23.07. - 26.08.2020 noch 43 Tage

                    22767 - Hamburg

                    Nobistor

                    Deutschland","Camping","nein","","null",""
"1591796673-3718","https://www.festivalplaner.de/festivals","Groove Point","https://www.festivalplaner.de/festival/groove-point","null","05.09.2020","05.09.2020 noch 87 Tage

                    45475 - Mülheim an der Ruhr

                    Bolzplatz vom Springenden Punkt

                    Deutschland","Besucher","ca. 550","","null",""
"1591796625-3483","https://www.festivalplaner.de/festivals","Christmas Sucks","https://www.festivalplaner.de/festival/christmas-sucks","null","05.12.2020","05.12.2020 noch 178 Tage

                    66540 - Wiebelskirchen

                    Haus Am See 

                    Deutschland","","","Wonk Unit","",""
"1591796582-3368","https://www.festivalplaner.de/festivals","Greenfield","https://www.festivalplaner.de/festival/greenfield","null","03.06. - 05.06.2021","03.06. - 05.06.2021 noch 358 Tage

                    3800 - Interlaken

                    Flugplatz

                    Schweiz","Info-Hotline:","Info-Hotline:  +49 (0) 75 31 90 88 44 

                                                    Webseite","","Webseite","http://www.greenfieldfestival.ch/"
"1591796934-4853","https://www.festivalplaner.de/festivals","Balaton Sound","https://www.festivalplaner.de/festival/balaton-sound","ABGESAGT","08.07. - 12.07.2020","08.07. - 12.07.2020 noch 28 Tage

                    8621 - Zamárdi

                    Plattensee (Balaton)

                    Ungarn","","","Salvatore Ganacci","",""
"1591796556-3259","https://www.festivalplaner.de/festivals","Hurricane","https://www.festivalplaner.de/festival/hurricane","VERLEGT","18.06. - 20.06.2021","18.06. - 20.06.2021 noch 373 Tage

                    27383 - Scheeßel

                    Eichenring

                    Deutschland","","","Flash Forward","",""
"1591796512-3014","https://www.festivalplaner.de/festivals","Neuenkirchener Open Air","https://www.festivalplaner.de/festival/neuenkirchener-open-air-1","null","10.07.2021","10.07.2021 noch 395 Tage

                    27251 - Neuenkirchen

                    Sportplatz Cantruper Str. 18

                    Deutschland","Besucher","ca. 1.000","","null",""
"1591796648-3552","https://www.festivalplaner.de/festivals","Reeperbahn Festival","https://www.festivalplaner.de/festival/reeperbahn-festival","null","16.09. - 19.09.2020","16.09. - 19.09.2020 noch 98 Tage

                    20359 - Hamburg

                    Reeperbahn

                    Deutschland","Besucher","ca. 30.000","","null",""
"1591796588-3386","https://www.festivalplaner.de/festivals","Die Festung Rockt","https://www.festivalplaner.de/festival/die-festung-rockt","null","29.05.2021","29.05.2021 noch 353 Tage

                    96317 - Kronach

                    Festung Rosenberg

                    Deutschland","","","Pantsdown","",""
"1591796914-4635","https://www.festivalplaner.de/festivals","Melt! Festival","https://www.festivalplaner.de/festival/melt-festival","ABGESAGT","17.07. - 19.07.2020","17.07. - 19.07.2020 noch 37 Tage

                    06773 - Gräfenhainichen

                    Ferropolis

                    Deutschland","Kontakt","Webseite

                            info@melt-festival.de","","Webseite","http://www.melt-festival.de/"
"1591797006-5095","https://www.festivalplaner.de/festivals","StöfenparkRock","https://www.festivalplaner.de/festival/stoefenparkrock","ABGESAGT","13.06.2020","13.06.2020 noch 3 Tage

                    25709 - Marne

                    Stöfenpark

                    Deutschland","","","Iron Mic","",""
"1591796887-4580","https://www.festivalplaner.de/festivals","Riez Open Air","https://www.festivalplaner.de/festival/riez-open-air","ABGESAGT","23.07. - 25.07.2020","23.07. - 25.07.2020 noch 43 Tage

                    54538 - Bausendorf bei Wittlich (Eifel)

                    Zur Riez 1 / Riez Festivalgelände

                    Deutschland","","","Steil Und Hart","",""
"1591796554-3224","https://www.festivalplaner.de/festivals","Southside","https://www.festivalplaner.de/festival/southside","VERLEGT","18.06. - 20.06.2021","18.06. - 20.06.2021 noch 373 Tage

                    78579 - Neuhausen ob Eck

                    Gewerbepark ""Take Off""

                    Deutschland","","","Neck Deep","",""
"1591796724-3963","https://www.festivalplaner.de/festivals","Obstwiesenfestival","https://www.festivalplaner.de/festival/obstwiesenfestival","null","20.08. - 22.08.2020","20.08. - 22.08.2020 noch 71 Tage

                    89160 - Dornstadt

                    Festivalgelände Lerchenberg

                    Deutschland","","","Kinderzimmer Produktions","",""
"1591796978-5009","https://www.festivalplaner.de/festivals","Fortland","https://www.festivalplaner.de/festival/fortland","ABGESAGT","19.06. - 20.06.2020","19.06. - 20.06.2020 noch 9 Tage

                    74532 - Ilshofen

                    Arena Hohenlohe

                    Deutschland","","","Mausio","",""
"1591796932-4810","https://www.festivalplaner.de/festivals","Exit Festival","https://www.festivalplaner.de/festival/exit-festival","null","09.07. - 12.07.2020","09.07. - 12.07.2020 noch 29 Tage

                    21000 - Novi Sad

                    Festung Petrovaradin

                    Serbien/Montenegro","","","Shining","",""
"1591796932-4775","https://www.festivalplaner.de/festivals","Exit Festival","https://www.festivalplaner.de/festival/exit-festival","null","09.07. - 12.07.2020","09.07. - 12.07.2020 noch 29 Tage

                    21000 - Novi Sad

                    Festung Petrovaradin

                    Serbien/Montenegro","","","Agnostic Front","",""
"1591796621-3446","https://www.festivalplaner.de/festivals","Roadburn Festival","https://www.festivalplaner.de/festival/roadburn-festival","null","15.04. - 18.04.2021","15.04. - 18.04.2021 noch 309 Tage

                    5038 CV - Tilburg

                    F013 Poppodium, Veemarktstraat 44

                    Niederlande","Kontakt","Webseite

                            info@013.nl","","Webseite","http://www.roadburn.com/"
"1591796463-2892","https://www.festivalplaner.de/festivals","Punk Rock Holiday","https://www.festivalplaner.de/festival/punk-rock-holiday","null","09.08. - 13.08.2021","09.08. - 13.08.2021 noch 425 Tage

                    5220 - Tolmin

                    Tolmin

                    Slowenien","","","Thousand Oaks","",""
"1591796537-3123","https://www.festivalplaner.de/festivals","Roskilde","https://www.festivalplaner.de/festival/roskilde","null","26.06. - 03.07.2021","26.06. - 03.07.2021 noch 381 Tage

                    4000  - Roskilde

                    Festivalgelände

                    Dänemark","Camping","Vorhanden","","null",""
"1591796973-4957","https://www.festivalplaner.de/festivals","Full Force","https://www.festivalplaner.de/festival/full-force","ABGESAGT","26.06. - 28.06.2020","26.06. - 28.06.2020 noch 16 Tage

                    06773 - Gräfenhainichen

                    Ferropolis

                    Deutschland","","","Neck Deep","",""
"1591796519-3047","https://www.festivalplaner.de/festivals","Pohoda Festival","https://www.festivalplaner.de/festival/pohoda-festival","null","08.07. - 10.07.2021","08.07. - 10.07.2021 noch 393 Tage

                    91104 - Trencín

                    Trencín Airport

                    Slowakei","","","Trupa Trupa","",""
"1591796690-3846","https://www.festivalplaner.de/festivals","Golden Leaves Festival","https://www.festivalplaner.de/festival/golden-leaves-festival","null","29.08. - 30.08.2020","29.08. - 30.08.2020 noch 80 Tage

                    64289 - Darmstadt

                    Schlosspark Kranichstein

                    Deutschland","Tickets","50 Euro                                       » Tickets kaufen","","» Tickets kaufen","http://bedroomdisco.tickettoaster.de/produkte/33-tickets-golden-leaves-festival-2018-location-tba-am-01-09-2018"
"1591796897-4594","https://www.festivalplaner.de/festivals","Oben Ohne Open Air","https://www.festivalplaner.de/festival/oben-ohne-open-air","ABGESAGT","18.07.2020","18.07.2020 noch 38 Tage

                    80333 - München

                    Königsplatz

                    Deutschland","Kontakt","Webseite

                            kontakt@oben-air.de","","Webseite","http://www.oben-air.de/"
"1591796790-4147","https://www.festivalplaner.de/festivals","Summer Breeze","https://www.festivalplaner.de/festival/summer-breeze","null","12.08. - 15.08.2020","12.08. - 15.08.2020 noch 63 Tage

                    91550 - Dinkelsbühl

                    Flugplatz Dinkelsbühl-Sinbronn

                    Deutschland","","","Bodom After Midnight","",""
"1591796554-3177","https://www.festivalplaner.de/festivals","Southside","https://www.festivalplaner.de/festival/southside","VERLEGT","18.06. - 20.06.2021","18.06. - 20.06.2021 noch 373 Tage

                    78579 - Neuhausen ob Eck

                    Gewerbepark ""Take Off""

                    Deutschland","Besucher","ca. 60.000","","null",""
"1591796932-4804","https://www.festivalplaner.de/festivals","Exit Festival","https://www.festivalplaner.de/festival/exit-festival","null","09.07. - 12.07.2020","09.07. - 12.07.2020 noch 29 Tage

                    21000 - Novi Sad

                    Festung Petrovaradin

                    Serbien/Montenegro","","","Prolece","",""
"1591797006-5102","https://www.festivalplaner.de/festivals","StöfenparkRock","https://www.festivalplaner.de/festival/stoefenparkrock","ABGESAGT","13.06.2020","13.06.2020 noch 3 Tage

                    25709 - Marne

                    Stöfenpark

                    Deutschland","","","Sushi For Bob","",""
"1591796461-2834","https://www.festivalplaner.de/festivals","Open Flair","https://www.festivalplaner.de/festival/open-flair","null","11.08. - 15.08.2021","11.08. - 15.08.2021 noch 427 Tage

                    37269 - Eschwege

                    Auf dem Werdchen

                    Deutschland","","","Kopfecho","",""
"1591796773-4103","https://www.festivalplaner.de/festivals","Reload Festival","https://www.festivalplaner.de/festival/reload-festival","ABGESAGT","13.08. - 15.08.2020","13.08. - 15.08.2020 noch 64 Tage

                    27239 - Sulingen

                    Festivalgelände

                    Deutschland","","","SIBIIR","",""
"1591796671-3712","https://www.festivalplaner.de/festivals","Lollapalooza Berlin","https://www.festivalplaner.de/festival/lollapalooza-berlin","ABGESAGT","05.09. - 06.09.2020","05.09. - 06.09.2020 noch 87 Tage

                    14053 - Berlin

                    Olympiastadion & Olympiapark

                    Deutschland","","","$uicideboy$","",""
"1591796430-2654","https://www.festivalplaner.de/festivals","Wasser mit Geschmack Festival","https://www.festivalplaner.de/festival/wasser-mit-geschmack-festival","null","28.08.2021","28.08.2021 noch 444 Tage

                    73540 - Heubach

                    Stellung

                    Deutschland","Camping","ja","","null",""
"1591796864-4513","https://www.festivalplaner.de/festivals","Rocken am Brocken","https://www.festivalplaner.de/festival/rocken-am-brocken-1","ABGESAGT","30.07. - 02.08.2020","30.07. - 02.08.2020 noch 50 Tage

                    38875 - Elend

                    Brocken

                    Deutschland","","","Milliarden","",""
"1591796790-4176","https://www.festivalplaner.de/festivals","Summer Breeze","https://www.festivalplaner.de/festival/summer-breeze","null","12.08. - 15.08.2020","12.08. - 15.08.2020 noch 63 Tage

                    91550 - Dinkelsbühl

                    Flugplatz Dinkelsbühl-Sinbronn

                    Deutschland","","","Haggefugg","",""
"1591796749-4028","https://www.festivalplaner.de/festivals","Straf Werk Festival","https://www.festivalplaner.de/festival/straf-werk-festival","ABGESAGT","15.08.2020","15.08.2020 noch 66 Tage

                    1047 - Amsterdam

                    Havenpark

                    Niederlande","","","Chris Stussy B2b Prunk","",""
"1591796909-4610","https://www.festivalplaner.de/festivals","Blasius","https://www.festivalplaner.de/festival/blasius","null","17.07. - 19.07.2020","17.07. - 19.07.2020 noch 37 Tage

                    86742 - Fremdingen

                    Grünhofwiesen

                    Deutschland","Kontakt","Webseite

                            office@blasius.online","","Webseite","http://www.blasius.online/"
"1591796449-2699","https://www.festivalplaner.de/festivals","Highfield","https://www.festivalplaner.de/festival/highfield","VERLEGT","13.08. - 15.08.2021","13.08. - 15.08.2021 noch 429 Tage

                    04463 - Großpösna

                    Störmthaler See

                    Deutschland","","","The Bouncing Souls","",""
"1591796790-4166","https://www.festivalplaner.de/festivals","Summer Breeze","https://www.festivalplaner.de/festival/summer-breeze","null","12.08. - 15.08.2020","12.08. - 15.08.2020 noch 63 Tage

                    91550 - Dinkelsbühl

                    Flugplatz Dinkelsbühl-Sinbronn

                    Deutschland","","","Fight The Fight","",""
"1591796973-4938","https://www.festivalplaner.de/festivals","Full Force","https://www.festivalplaner.de/festival/full-force","ABGESAGT","26.06. - 28.06.2020","26.06. - 28.06.2020 noch 16 Tage

                    06773 - Gräfenhainichen

                    Ferropolis

                    Deutschland","","","Emil Bulls","",""
"1591796688-3824","https://www.festivalplaner.de/festivals","Immergut Festival","https://www.festivalplaner.de/festival/immergut-festival","null","03.09. - 05.09.2020","03.09. - 05.09.2020 noch 85 Tage

                    17235 - Neustrelitz

                    Festivalgelände

                    Deutschland","","","June Cocó","",""
"1591796924-4716","https://www.festivalplaner.de/festivals","Electric Castle","https://www.festivalplaner.de/festival/electric-castle","null","15.07. - 19.07.2020","15.07. - 19.07.2020 noch 35 Tage

                    407105 - Cluj-Napoca

                    Banffy Castle

                    Rumänien","","","Paula Tape","",""
"1591796636-3518","https://www.festivalplaner.de/festivals","iFAN MUSIK-FESTIVAL","https://www.festivalplaner.de/festival/ifan-musik-festival","null","26.09.2020","26.09.2020 noch 108 Tage

                    48153 - Münster

                    Skaters Palace

                    Deutschland","Tickets","25€                                       » Tickets kaufen","","» Tickets kaufen","http://www.ifan-musik-festival.de/"
"1591796828-4355","https://www.festivalplaner.de/festivals","Sziget","https://www.festivalplaner.de/festival/sziget","ABGESAGT","05.08. - 11.08.2020","05.08. - 11.08.2020 noch 56 Tage

                    1051 - Budapest

                    Obudai-Donauinsel

                    Ungarn","","","Alice Merton","",""
"1591796749-4024","https://www.festivalplaner.de/festivals","Straf Werk Festival","https://www.festivalplaner.de/festival/straf-werk-festival","ABGESAGT","15.08.2020","15.08.2020 noch 66 Tage

                    1047 - Amsterdam

                    Havenpark

                    Niederlande","","","ÂME II ÂME","",""
"1591796576-3360","https://www.festivalplaner.de/festivals","Punk In Drublic Oberhausen","https://www.festivalplaner.de/festival/punk-in-drublic-oberhausen","null","04.06.2021","04.06.2021 noch 359 Tage

                    46047 - Oberhausen

                    Turnbinenhalle

                    Deutschland","","","Pulley","",""
"1591796991-5063","https://www.festivalplaner.de/festivals","Rock for People","https://www.festivalplaner.de/festival/rock-for-people","ABGESAGT","18.06. - 20.06.2020","18.06. - 20.06.2020 noch 8 Tage

                    50302 - Hradec Kralove

                    Airport

                    Tschechien","","","Skynd","",""
"1591796790-4210","https://www.festivalplaner.de/festivals","Summer Breeze","https://www.festivalplaner.de/festival/summer-breeze","null","12.08. - 15.08.2020","12.08. - 15.08.2020 noch 63 Tage

                    91550 - Dinkelsbühl

                    Flugplatz Dinkelsbühl-Sinbronn

                    Deutschland","","","Siamese","",""
"1591796523-3053","https://www.festivalplaner.de/festivals","Mission Ready Festival","https://www.festivalplaner.de/festival/mission-ready-festival","VERLEGT","03.07.2021","03.07.2021 noch 388 Tage

                    65205 - Würzburg-Giebelstadt

                    Flugplatz

                    Deutschland","Kontakt","Webseite

                            wt@tourneen.com","","Webseite","http://www.missionready-festival.com/"
"1591796698-3901","https://www.festivalplaner.de/festivals","Waldfrieden Wonderland","https://www.festivalplaner.de/festival/waldfrieden-wonderland","null","27.08. - 30.08.2020","27.08. - 30.08.2020 noch 78 Tage

                    32351 - Wehdem

                    Festivalgelände

                    Deutschland","","","Focojo","",""
"1591796978-4982","https://www.festivalplaner.de/festivals","Fortland","https://www.festivalplaner.de/festival/fortland","ABGESAGT","19.06. - 20.06.2020","19.06. - 20.06.2020 noch 9 Tage

                    74532 - Ilshofen

                    Arena Hohenlohe

                    Deutschland","","","Averro","",""
"1591796932-4802","https://www.festivalplaner.de/festivals","Exit Festival","https://www.festivalplaner.de/festival/exit-festival","null","09.07. - 12.07.2020","09.07. - 12.07.2020 noch 29 Tage

                    21000 - Novi Sad

                    Festung Petrovaradin

                    Serbien/Montenegro","","","Nervo","",""
"1591796588-3389","https://www.festivalplaner.de/festivals","Die Festung Rockt","https://www.festivalplaner.de/festival/die-festung-rockt","null","29.05.2021","29.05.2021 noch 353 Tage

                    96317 - Kronach

                    Festung Rosenberg

                    Deutschland","","","Tequila And The Sunrise Gang","",""
"1591796951-4892","https://www.festivalplaner.de/festivals","HeideWitzka","https://www.festivalplaner.de/festival/heidewitzka","null","02.07. - 05.07.2020","02.07. - 05.07.2020 noch 22 Tage

                    98646 - Hildburghausen

                    Lange Heide Hildburghausen

                    Deutschland","","","Mashup-Germany","",""
"1591796556-3272","https://www.festivalplaner.de/festivals","Hurricane","https://www.festivalplaner.de/festival/hurricane","VERLEGT","18.06. - 20.06.2021","18.06. - 20.06.2021 noch 373 Tage

                    27383 - Scheeßel

                    Eichenring

                    Deutschland","","","Juju","",""
"1591797001-5075","https://www.festivalplaner.de/festivals","Limestone Festival","https://www.festivalplaner.de/festival/limestone-festival","ABGESAGT","13.06. - 14.06.2020","13.06. - 14.06.2020 noch 3 Tage

                    85368 - Moosburg

                    Moosburg

                    Deutschland","","","Che Lingo","",""
"1591796936-4864","https://www.festivalplaner.de/festivals","Campen in Hain","https://www.festivalplaner.de/festival/campen-in-hain","ABGESAGT","03.07. - 04.07.2020","03.07. - 04.07.2020 noch 23 Tage

                    56651 - Hain - Niederdürenbach

                    Hainer Sportplatz

                    Deutschland","Besucher","ca. 1.000","","null",""
"1591796556-3274","https://www.festivalplaner.de/festivals","Hurricane","https://www.festivalplaner.de/festival/hurricane","VERLEGT","18.06. - 20.06.2021","18.06. - 20.06.2021 noch 373 Tage

                    27383 - Scheeßel

                    Eichenring

                    Deutschland","","","The Killers","",""
"1591796698-3919","https://www.festivalplaner.de/festivals","Waldfrieden Wonderland","https://www.festivalplaner.de/festival/waldfrieden-wonderland","null","27.08. - 30.08.2020","27.08. - 30.08.2020 noch 78 Tage

                    32351 - Wehdem

                    Festivalgelände

                    Deutschland","","","Rinkadink","",""
"1591796686-3803","https://www.festivalplaner.de/festivals","Panama Open Air","https://www.festivalplaner.de/festival/panama-open-air","VERLEGT","04.09. - 05.09.2020","04.09. - 05.09.2020 noch 86 Tage

                    53175 - Bonn

                    Rheinaue Park

                    Deutschland","","","Danth B2b Youree","",""
"1591796698-3890","https://www.festivalplaner.de/festivals","Waldfrieden Wonderland","https://www.festivalplaner.de/festival/waldfrieden-wonderland","null","27.08. - 30.08.2020","27.08. - 30.08.2020 noch 78 Tage

                    32351 - Wehdem

                    Festivalgelände

                    Deutschland","","","Alice D Joanna","",""
"1591796719-3949","https://www.festivalplaner.de/festivals","Royal Arena","https://www.festivalplaner.de/festival/royal-arena","ABGESAGT","21.08. - 23.08.2020","21.08. - 23.08.2020 noch 72 Tage

                    CH-2552 - Orpund

                    Römerareal

                    Schweiz","","","Raf Camora","",""
"1591796646-3537","https://www.festivalplaner.de/festivals","OPR Festival","https://www.festivalplaner.de/festival/opr-festival","null","18.09. - 20.09.2020","18.09. - 20.09.2020 noch 100 Tage

                    16831 - Rheinsberg

                    Festplatte

                    Deutschland","Camping","Campingflächen am Festivalplatz","","null",""
"1591796543-3164","https://www.festivalplaner.de/festivals","Summerblast","https://www.festivalplaner.de/festival/summerblast","null","25.06. - 26.06.2021","25.06. - 26.06.2021 noch 380 Tage

                    54292 - Trier

                    Arena Trier

                    Deutschland","","","Shadow Of Intent","",""
"1591796790-4137","https://www.festivalplaner.de/festivals","Summer Breeze","https://www.festivalplaner.de/festival/summer-breeze","null","12.08. - 15.08.2020","12.08. - 15.08.2020 noch 63 Tage

                    91550 - Dinkelsbühl

                    Flugplatz Dinkelsbühl-Sinbronn

                    Deutschland","","","Amorphis","",""
"1591796924-4691","https://www.festivalplaner.de/festivals","Electric Castle","https://www.festivalplaner.de/festival/electric-castle","null","15.07. - 19.07.2020","15.07. - 19.07.2020 noch 35 Tage

                    407105 - Cluj-Napoca

                    Banffy Castle

                    Rumänien","","","Mark Farina","",""
"1591796749-4031","https://www.festivalplaner.de/festivals","Straf Werk Festival","https://www.festivalplaner.de/festival/straf-werk-festival","ABGESAGT","15.08.2020","15.08.2020 noch 66 Tage

                    1047 - Amsterdam

                    Havenpark

                    Niederlande","","","Djoko","",""
"1591796455-2753","https://www.festivalplaner.de/festivals","Taubertal Festival","https://www.festivalplaner.de/festival/taubertal-festival","null","12.08. - 15.08.2021","12.08. - 15.08.2021 noch 428 Tage

                    91541 - Rothenburg o.d. Tauberhat

                    Eiswiese

                    Deutschland","","","Fettes Brot","",""
"1591796873-4549","https://www.festivalplaner.de/festivals","Sommer in Altona","https://www.festivalplaner.de/festival/sommer-in-altona","null","23.07. - 26.08.2020","23.07. - 26.08.2020 noch 43 Tage

                    22767 - Hamburg

                    Nobistor

                    Deutschland","Besucher","ca. 8.000","","null",""
"1591796502-3000","https://www.festivalplaner.de/festivals","Juicy Beats","https://www.festivalplaner.de/festival/juicy-beats","null","23.07. - 24.07.2021","23.07. - 24.07.2021 noch 408 Tage

                    44135 - Dortmund

                    Westfalenpark

                    Deutschland","","","Weekend","",""
"1591796665-3628","https://www.festivalplaner.de/festivals","Holle Rock","https://www.festivalplaner.de/festival/holle-rock","null","11.09. - 12.09.2020","11.09. - 12.09.2020 noch 93 Tage

                    37235 - Hessisch Lichtenau

                    Ehemaliges Freibadgelände

                    Deutschland","","","At Least I Tried","",""
"1591796887-4573","https://www.festivalplaner.de/festivals","Riez Open Air","https://www.festivalplaner.de/festival/riez-open-air","ABGESAGT","23.07. - 25.07.2020","23.07. - 25.07.2020 noch 43 Tage

                    54538 - Bausendorf bei Wittlich (Eifel)

                    Zur Riez 1 / Riez Festivalgelände

                    Deutschland","","","Crispr Cas Method","",""
"1591796632-3495","https://www.festivalplaner.de/festivals","Hamburg Soul Weekender","https://www.festivalplaner.de/festival/hamburg-soul-weekender","null","02.10. - 04.10.2020","02.10. - 04.10.2020 noch 114 Tage

                    22767 - Hamburg

                    Gruenspan

                    Deutschland","","","Lars Bulnheim","",""
